Unnamed: 0,PA$,Time,Required,Site$,Game Name,Level,Per Level,Per Range,xxx,Per Level.1,Per Range.1,xxx.1,Per Level.2,Per Range.2
Jewelcrafting 1-450,356.7181926,5.0,Required: Level 80,300.0,,16,18,,16,,,16,,
Jewelcrafting 375-450,190.2497027,3.0,Required: Level 80,160.0,,17,19.5,,17,,,17,,
,,,,,,18,21,,18,,,18,,
Leatherworking 1-450,356.7181926,5.0,Required: Level 80,300.0,,19,22.5,,19,,,19,,
Leatherworking 375-450,190.2497027,3.0,Required: Level 80,160.0,,20,24,,20,,,20,,
,,,,,,21,26,,21,,,21,,
Tailoring 1-450,356.7181926,5.0,Required: Level 80,300.0,,22,28,,22,,,22,,
Tailoring 375-450,190.2497027,3.0,Required: Level 80,160.0,,23,30,,23,,,23,,
,,,,,,24,32,,24,,,24,,
▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬,,,,,,25,34,,25,,,25,,
,,,,,,26,36,,26,,,26,,
Gear ,,,,,,27,38,,27,,,27,,
,,,,,,28,40,,28,,,28,,
Gear 187+ Ilvl Set,463.7336504,14.0,Required: Level 80,390.0,,29,42,,29,,,29,,
Gear 200+ Ilvl Set,1307.966706,14.0,Required: Level 80,1100.0,,30,44,,30,,,30,,
Gear 213+ Ilvl Set,1307.966706,40.0,Required: Level 80,1100.0,,31,46,,31,,,31,,
,,,,,,32,48,,32,,,32,,
,,,,,,33,50,,33,,,33,,
,,,,,,34,52,,34,,,34,,
,,,,,,35,54,,35,,,35,,
,,,,,,36,56.5,,36,,,36,,
,,,,,,37,59,,37,,,37,,
,,,,,,38,61.5,,38,,,38,,
,,,,,,39,64,,39,,,39,,
,,,,,,40,66.5,,40,,,40,,
,,,,,,41,69,,41,,,41,,
,,,,,,42,71.5,,42,,,42,,
,,,,,,43,74,,43,,,43,,
,,,,,,44,76.5,,44,,,44,,
,,,,,,45,79,,45,,,45,,
,,,,,,46,84,,46,,,46,,
,,,,,,47,89,,47,,,47,,
,,,,,,48,94,,48,,,48,,
,,,,,,49,99,,49,,,49,,
,,,,,,50,104,,50,,,50,,
,,,,,,51,110,,51,,,51,,
,,,,,,52,116,,52,,,52,,
,,,,,,53,122,,53,,,53,,
,,,,,,54,128,,54,,,54,,
,,,,,,55,134,,55,,,55,,
,,,,,,56,142,,56,,,56,,
,,,,,,57,150,,57,,,57,,
,,,,,,58,158,,58,,,58,,
,,,,,,59,166,,59,,,59,,
,,,,,,60,174,,60,,,60,,
,,,,,,61,184,,61,,,61,,
,,,,,,62,194,,62,,,62,,
,,,,,,63,204,,63,,,63,,
,,,,,,64,214,,64,,,64,,
,,,,,,65,224,,65,,,65,,
,,,,,,66,237,,66,,,66,,
,,,,,,67,250,,67,,,67,,
,,,,,,68,263,,68,,,68,,
,,,,,,69,276,,69,,,69,,
,,,,,,70,289,,70,,,70,,
,,,,,,71,306,,71,,,71,,
,,,,,,72,323,,72,,,72,,
,,,,,,73,340,,73,,,73,,
,,,,,,74,357,,74,,,74,,
,,,,,,75,374,,75,,,75,,
,,,,,,76,396,,76,,,76,,
,,,,,,77,418,,77,,,77,,
,,,,,,78,440,,78,,,78,,
,,,,,,79,462,,79,,,79,,
,,,,,,80,484,,80,,,80,,
,,,,,,81,484,,81,,,81,,
,,,,,,82,484,,82,,,82,,
,,,,,,83,484,,83,,,83,,
,,,,,,84,484,,84,,,84,,
,,,,,,85,484,,85,,,85,,
,,,,,,86,484,,86,,,86,,
,,,,,,87,484,,87,,,87,,
,,,,,,88,484,,88,,,88,,
,,,,,,89,484,,89,,,89,,
,,,,,,90,484,,90,,,90,,
,,,,,,91,484,,91,,,91,,
,,,,,,92,484,,92,,,92,,
,,,,,,93,484,,93,,,93,,
,,,,,,94,484,,94,,,94,,
,,,,,,95,484,,95,,,95,,
,,,,,,96,484,,96,,,96,,
,,,,,,97,484,,97,,,97,,
,,,,,,98,484,,98,,,98,,
,,,,,,99,484,,99,,,99,,
,,,,,,100,484,,100,,,100,,
,,,,,,101,484,,101,,,101,,
,,,,,,102,484,,102,,,102,,
,,,,,,103,484,,103,,,103,,
,,,,,,104,484,,104,,,104,,
,,,,,,105,484,,105,,,105,,
,,,,,,106,484,,106,,,106,,
,,,,,,107,484,,107,,,107,,
,,,,,,108,484,,108,,,108,,
,,,,,,109,484,,109,,,109,,
,,,,,,110,484,,110,,,110,,
,,,,,,111,484,,111,,,111,,
,,,,,,112,484,,112,,,112,,
,,,,,,113,484,,113,,,113,,
,,,,,,114,484,,114,,,114,,
,,,,,,115,484,,115,,,115,,
,,,,,,116,484,,116,,,116,,
,,,,,,117,484,,117,,,117,,
,,,,,,118,484,,118,,,118,,
,,,,,,119,484,,119,,,119,,
,,,,,,120,484,,120,,,120,,
,,,,,,121,484,,121,,,121,,
,,,,,,122,484,,122,,,122,,
,,,,,,123,484,,123,,,123,,
,,,,,,124,484,,124,,,124,,
,,,,,,125,484,,125,,,125,,
,,,,,,126,484,,126,,,126,,
,,,,,,127,484,,127,,,127,,
,,,,,,128,484,,128,,,128,,
,,,,,,129,484,,129,,,129,,
,,,,,,130,484,,130,,,130,,
,,,,,,131,484,,131,,,131,,
,,,,,,132,484,,132,,,132,,
,,,,,,133,484,,133,,,133,,
,,,,,,134,484,,134,,,134,,
,,,,,,135,484,,135,,,135,,
,,,,,,136,484,,136,,,136,,
,,,,,,137,484,,137,,,137,,
,,,,,,138,484,,138,,,138,,
,,,,,,139,484,,139,,,139,,
,,,,,,140,484,,140,,,140,,
,,,,,,141,484,,141,,,141,,
,,,,,,142,484,,142,,,142,,
,,,,,,143,484,,143,,,143,,
,,,,,,144,484,,144,,,144,,
,,,,,,145,484,,145,,,145,,
,,,,,,146,484,,146,,,146,,
,,,,,,147,484,,147,,,147,,
,,,,,,148,484,,148,,,148,,
,,,,,,149,484,,149,,,149,,
,,,,,,150,484,,150,,,150,,
,,,,,,151,484,,151,,,151,,
,,,,,,152,484,,152,,,152,,
,,,,,,153,484,,153,,,153,,
,,,,,,154,484,,154,,,154,,
,,,,,,155,484,,155,,,155,,
,,,,,,156,484,,156,,,156,,
,,,,,,157,484,,157,,,157,,
,,,,,,158,484,,158,,,158,,
,,,,,,159,484,,159,,,159,,
,,,,,,160,484,,160,,,160,,
,,,,,,161,484,,161,,,161,,
,,,,,,162,484,,162,,,162,,
,,,,,,163,484,,163,,,163,,
,,,,,,164,484,,164,,,164,,
,,,,,,165,484,,165,,,165,,
,,,,,,166,484,,166,,,166,,
,,,,,,167,484,,167,,,167,,
,,,,,,168,484,,168,,,168,,
,,,,,,169,484,,169,,,169,,
,,,,,,170,484,,170,,,170,,
,,,,,,171,484,,171,,,171,,
,,,,,,172,484,,172,,,172,,
,,,,,,173,484,,173,,,173,,
,,,,,,174,484,,174,,,174,,
,,,,,,175,484,,175,,,175,,
,,,,,,176,484,,176,,,176,,
,,,,,,177,484,,177,,,177,,
,,,,,,178,484,,178,,,178,,
,,,,,,179,484,,179,,,179,,
,,,,,,180,484,,180,,,180,,
,,,,,,181,484,,181,,,181,,
,,,,,,182,484,,182,,,182,,
,,,,,,183,484,,183,,,183,,
,,,,,,184,484,,184,,,184,,
,,,,,,185,484,,185,,,185,,
,,,,,,186,484,,186,,,186,,
,,,,,,187,484,,187,,,187,,
,,,,,,188,484,,188,,,188,,
,,,,,,189,484,,189,,,189,,
,,,,,,190,484,,190,,,190,,
,,,,,,191,484,,191,,,191,,
,,,,,,192,484,,192,,,192,,
,,,,,,193,484,,193,,,193,,
,,,,,,194,484,,194,,,194,,
,,,,,,195,484,,195,,,195,,
,,,,,,196,484,,196,,,196,,
,,,,,,197,484,,197,,,197,,
,,,,,,198,484,,198,,,198,,
,,,,,,199,484,,199,0,,199,0,
,,,,,,200,484,,200,0,,200,0,
